Name,Variant name,UOM,,MRP,Selling Price,,Category,EAN,Brand,Image Url
Golden Prize Fishlicious Tuna flakes in brine 185g,-,Pc,,149,149,,EGGS| MEAT & FISH,8.85E+12,Golden Prize ,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/Golden_Prize_Fishlicious_Tuna_flakes_in_brine_185g_1675840619943.png
Aer Spray,Home & Office Air Freshener Musk After Smoke 240 ml,240 ml,,149,149,,CLEANING & HOUSEHOLD,8.90E+12,Aer,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/40012370_9-aer-spray-home-office-air-freshener-musk-after-smoke.jpg
Aer Spray,Home & Office Air Freshener Petal Crush Pink 240 ml,240 ml,,149,149,,CLEANING & HOUSEHOLD,"8,90,11,57,04,50,93,89,00,00,00,00,000",Aer,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/40006982_8-aer-spray-home-office-air-freshener-petal-crush-pink.jpg
24 Mantra  Mustard Seeds 100 g Pouch,-, 100 g Pouch,,25,25,,FOODGRAINS| OIL & MASALA,8.90E+12,24 Mantra,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/279819_7-24-mantra-organic-mustard-seeds-whole-big.jpg
Aer Spray,Home & Office Air Freshener Violet Valley Bloom 240 ml, 240 ml,,149,149,,CLEANING & HOUSEHOLD,"8,90,10,23,01,28,84,89,00,00,00,00,00,00,00,00,00,00,000",Aer,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/40024976_6-aer-spray-home-office-air-freshener-violet-valley-bloom.jpg
 Dr.Oetkar Funfoods Garlic Chilli Dip 250g,-,250G,,79,79,,FOODGRAINS| OIL & MASALA,8.91E+12,Dr.Oetkar,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/Dr.Oetkar_Funfoods_Garlic_Chilli_Dip_250g_1652420689938.png
24 Mantra Chana Dal 500 g Pouch,-, 500 g Pouch,,85,85,,FOODGRAINS| OIL & MASALA,20001060,24 Mantra,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/20001060_2-24-mantra-organic-dal-chana-dal.jpg
Aer Spray Premium Air Freshener Alive 240 ml,-, 240 ml,,179,179,,CLEANING & HOUSEHOLD,8.90E+12,Aer,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/40153710_1-aer-spray-premium-air-freshener-alive.jpg
Tuna Chuks In Olive Oil 185g,-,Pc,,225,225,,EGGS| MEAT & FISH,8.85E+12,Golden Prize ,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/Tuna_Chuks_In_Olive_Oil_185g_1652422322972.png
Camlin Canvas Board 25.40??25.40cm 1N ,-,Pc,,85,85,,EGGS| MEAT & FISH,8.90E+12,-,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/Camlin_Canvas_Board_1N_1673342098348.png
24 Mantra Expeller Pressed,Sunflower Oil 1 L Bottle,1 L Bottle,,289,289,,FOODGRAINS| OIL & MASALA,8.90E+12,24 Mantra,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/20001049_6-24-mantra-expeller-pressed-sunflower-oil.jpg
Aer Spray,Home and Office Air Freshener Fresh Lush Green 240 ml,270 ml,,149,149,,CLEANING & HOUSEHOLD,8.90E+12,Aer,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/40006981_10-aer-spray-home-and-office-air-freshener-fresh-lush-green.jpg
Sandwich Tuna Flakes In Soya Bean Oil 185g,-,Pc,,155,155,,EGGS| MEAT & FISH,8.85E+12,Golden Prize ,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/Sandwich_Tuna_Flakes_In_Soya_Bean_Oil_185g_1652422193430.png
24 Mantra Fenugreek Seeds 100 g Pouch,-, 100 g Pouch,,30,30,,FOODGRAINS| OIL & MASALA,279817,24 Mantra,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/279817_5-24-mantra-organic-fenugreek-seeds.jpg
Eggs Crate 30pc,-,Pc,,180,180,,EGGS| MEAT & FISH,-,-,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
24 Mantra Naturals,Kismis 100 g Pouch,100 g Pouch,,75,75,,FOODGRAINS| OIL & MASALA,8.90E+12,24 Mantra,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/20001064_4-24-mantra-naturals-kismis.jpg
24 Mantra Organic,Brown Channa 1 kg Pouch,1 kg Pouch,,150,150,,FOODGRAINS| OIL & MASALA,8.90E+12,24 Mantra,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/40012924_4-24-mantra-organic-brown-channa.jpg
24 Mantra Organic,Jaggery 450 g Pouch,450 g Pouch,,85,85,,FOODGRAINS| OIL & MASALA,279802,24 Mantra,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/279802_6-24-mantra-organic-jaggery.jpg
24 Mantra Organic,Cinnamon 100 g Pouch,100 g Pouch,,100,100,,FOODGRAINS| OIL & MASALA,279858,24 Mantra,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/279858_2-24-mantra-organic-cinnamon.jpg
24 Mantra Organic,Ajwain 100 g Pouch,100 g Pouch,,80,80,,FOODGRAINS| OIL & MASALA,-,24 Mantra,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/100346955_3-24-mantra-organic-ajwain.jpg
24 Mantra Kanda Poha 200 g,-,200 g,,90,90,,FOODGRAINS| OIL & MASALA,8.90E+12,24 Mantra,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/40075084_5-24-mantra-kanda-poha.jpg
24 Mantra Organic,Kabuli Channa 500 g Pouch,500 g Pouch,,95,95,,FOODGRAINS| OIL & MASALA,8.90E+12,24 Mantra,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/279820_4-24-mantra-organic-kabuli-channa.jpg
24 Mantra Organic,Chili Powder 200 g Pouch,200 g Pouch,,91,91,,FOODGRAINS| OIL & MASALA,8.90E+12,24 Mantra,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/40012927_3-24-mantra-organic-chili-powder.jpg
24 Mantra Organic,Masoor Whole 500 g, 500 g,,95,95,,FOODGRAINS| OIL & MASALA,8.90E+12,24 Mantra,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/40017637_2-24-mantra-organic-masoor-whole.jpg
24 Mantra Naturals,Almonds 100 g Pouch,100 g Pouch,,160,160,,FOODGRAINS| OIL & MASALA,8.90E+12,24 Mantra,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/20001063_3-24-mantra-naturals-almonds.jpg
24 Mantra Organic,Cloves 50 g Pouch,50 g Pouch,,220,220,,FOODGRAINS| OIL & MASALA,8.90E+12,24 Mantra,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/279859_1-24-mantra-organic-cloves.jpg
24 Mantra Gojji Avalaki 200 g,-,200 g,,60,60,,FOODGRAINS| OIL & MASALA,8.90E+12,24 Mantra,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/40075083_2-24-mantra-gojji-avalaki.jpg
24 Mantra Organic,Fennel 100 g Pouch,100 g Pouch,,80,80,,FOODGRAINS| OIL & MASALA,8.90E+12,24 Mantra,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/20001052_3-24-mantra-organic-fennel.jpg
24 Mantra Organic,Garam Masala 50 g Carton,50 g Carton,,75,75,,FOODGRAINS| OIL & MASALA,8.90E+12,24 Mantra,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/301990_1-24-mantra-organic-garam-masala.jpg
24 Mantra Organic,Kabuli Channa 1 kg Pouch,1 kg Pouch,,190,190,,FOODGRAINS| OIL & MASALA,8.90E+12,24 Mantra,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/40012923_1-24-mantra-organic-kabuli-channa.jpg
24 Mantra Himalayan Rock Salt Powder 1 kg,-,1 kg,,150,150,,FOODGRAINS| OIL & MASALA,40158108,24 Mantra,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/40158108_1-24-mantra-himalayan-rock-salt-powder.jpg
24 Mantra Organic,Channa Dal 1 kg Pouch,1 kg Pouch,,170,170,,FOODGRAINS| OIL & MASALA,8.90E+12,24 Mantra,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/20001040_4-24-mantra-organic-channa-dal.jpg
24 Mantra Organic,Peanut 1 kg Pouch,1 kg Pouch,,280,280,,FOODGRAINS| OIL & MASALA,8.90E+12,24 Mantra,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/20001077_5-24-mantra-organic-peanut.jpg
24 Mantra Organic,Brown Sonamasuri Rice 10 kg Bag,10 kg Bag,,890,890,,FOODGRAINS| OIL & MASALA,8.90E+12,24 Mantra,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/40012908_4-24-mantra-organic-brown-sonamasuri-rice.jpg
24 Mantra Organic,Masoor Dal 1 kg Pouch,1 kg Pouch,,190,190,,FOODGRAINS| OIL & MASALA,100448215,24 Mantra,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/100448215_4-24-mantra-organic-masoor-dal.jpg
24 Mantra Organic,Cardamom 50 g,50 g,,220,220,,FOODGRAINS| OIL & MASALA,8.90E+12,24 Mantra,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/40017638_1-24-mantra-organic-cardamom.jpg
24 Mantra Natural Sugar,Sulphurless 500 g Pouch,500 g Pouch,,60,60,,FOODGRAINS| OIL & MASALA,8.90E+12,24 Mantra,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/279807_4-24-mantra-natural-sugar-sulphurless.jpg
24 Mantra Organic Brown Chana 500 g Pouch,-,500 g Pouch,,75,75,,FOODGRAINS| OIL & MASALA,8.90E+12,24 Mantra,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/279830_6-24-mantra-organic-brown-chana.jpg
24 Mantra Organic Black Pepper Powder 100 g Pouch,-,100 g Pouch,,170,170,,FOODGRAINS| OIL & MASALA,3.90E+12,24 Mantra,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/279856_4-24-mantra-organic-black-pepper-powder.jpg
24 Mantra Organic,Turmeric Powder 200 g Pouch,200 g Pouch,,56,56,,FOODGRAINS| OIL & MASALA,8.90E+12,24 Mantra,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/40012910_6-24-mantra-organic-turmeric-powder.jpg
24 Mantra Organic,Whole Wheat Flour 10 kg,10 kg,,570,570,,FOODGRAINS| OIL & MASALA,9.96E+12,24 Mantra,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/40017628_1-24-mantra-organic-whole-wheat-flour.jpg
24 Mantra Organic,Sugar 500 g Pouch,500 g Pouch,,70,70,,FOODGRAINS| OIL & MASALA,8.90E+12,24 Mantra,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/279829_4-24-mantra-organic-sugar.jpg
24 Mantra Organic Atta,Multigrain 1kg,1 kg,,95,95,,FOODGRAINS| OIL & MASALA,8.90E+12,24 Mantra,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/279851_6-24-mantra-organic-atta-multigrain.jpg
24 Mantra Organic,Red Rice 1 kg,1 kg,,120,120,,FOODGRAINS| OIL & MASALA,40017635,24 Mantra,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/40017635_3-24-mantra-organic-red-rice.jpg
24 Mantra Organic Bran,Wheat 500 g Pouch,500 g Pouch,,45,45,,FOODGRAINS| OIL & MASALA,8.90E+11,24 Mantra,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/20001061_5-24-mantra-organic-bran-wheat.jpg
24 Mantra Organic Black Pepper,Whole 100 g Pouch,100 g Pouch,,119,119,,FOODGRAINS| OIL & MASALA,8.90E+12,24 Mantra,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/279855_8-24-mantra-organic-black-pepper-whole.jpg
24 Mantra Organic,Tamarind 500 g Pouch,500 g Pouch,,240,240,,FOODGRAINS| OIL & MASALA,8.90E+12,24 Mantra,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/279815_1-24-mantra-organic-tamarind.jpg
24 Mantra Organic,Sonamasuri Brown Rice 2 kg Pouch,2 kg Pouch,,178,178,,FOODGRAINS| OIL & MASALA,8.90E+12,24 Mantra,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/40012920_2-24-mantra-organic-sonamasuri-brown-rice.jpg
24 Mantra Organic Bajra Flour 500 g Pouch,-,500 g Pouch,,55,55,,FOODGRAINS| OIL & MASALA,8.90E+12,24 Mantra,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/279783_5-24-mantra-organic-bajra-flour.jpg
24 Mantra Organic,Semi Brown Sonamasuri Rice 10 kg Bag,10 kg Bag,,890,890,,FOODGRAINS| OIL & MASALA,8.90E+12,24 Mantra,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/40012909_4-24-mantra-organic-semi-brown-sonamasuri-rice.jpg
